strategy,tp,sl,horizon_m1,train_score,train_n,train_net_points,train_ev_points,train_wr,train_pf,train_time_exits,oos_n,oos_net_points,oos_ev_points,oos_wr,oos_pf,oos_time_exits,oos_compound_final,oos_compound_dd,oos_stalled,full_net_points,full_ev_points,full_wr,full_pf,robust_score
prevclose_0959_to_1000,4.0,8.0,240,-0.3893143409508876,1291,-392.91499999999587,-0.3043493415956591,0.5073586367157242,0.8375079661066732,688,949,-279.00899999999956,-0.2940031612223388,0.5869336143308747,0.8792841913253564,230,77.04500000000303,0.7914286642446745,True,-671.9239999999954,-0.2999660714285694,0.5410714285714285,0.857924511745285,-2.546535804289357
prevclose_0959_to_1000,4.0,8.0,120,-0.3695423919684272,1291,-375.13299999999913,-0.2905755228505028,0.5019364833462432,0.8152806713718111,888,949,-339.04499999999916,-0.3572655426765007,0.5500526870389885,0.840017949585447,345,77.89100000000303,0.8117506313970416,True,-714.1779999999983,-0.3188294642857135,0.5223214285714286,0.8279128964727568,-2.566098008283717
prevclose_0959_to_1000,25.0,8.0,480,-0.3052498391195769,1291,-300.429999999998,-0.23271107668473898,0.412858249419055,0.935135062777117,756,949,-203.7100000000014,-0.21465753424657683,0.3266596417281349,0.9568860060157679,270,76.22400000000016,0.8096588922738845,True,-504.1399999999994,-0.22506249999999975,0.3763392857142857,0.9461189713291452,-2.584594439334191
prevclose_0959_to_1000,15.0,8.0,480,-0.3889086790693128,1291,-384.6810000000005,-0.29797134004647596,0.42137877614252517,0.9155646211677899,648,949,-271.8359999999998,-0.2864446786090619,0.3667017913593256,0.9386396741065052,179,73.27200000000062,0.7924305949008481,True,-656.5170000000003,-0.29308794642857156,0.3982142857142857,0.926940676363812,-2.5982498229067783
prevclose_0959_to_1000,20.0,8.0,480,-0.3266341248740307,1291,-321.8649999999982,-0.24931448489542848,0.4136328427575523,0.9303868567167229,711,949,-206.08100000000059,-0.2171559536354063,0.3403582718651212,0.955460204854399,227,74.38200000000052,0.8057911227154033,True,-527.9459999999988,-0.23569017857142802,0.3825892857142857,0.9429279651306091,-2.6032551816452343
prevclose_0959_to_1000,30.0,8.0,480,-0.27899817941605803,1291,-274.190999999998,-0.21238652207590858,0.4120836560805577,0.9409023231192877,774,949,-305.17400000000157,-0.3215742887249753,0.31822971548998946,0.9361988190758365,302,73.80000000000041,0.815711931279028,True,-579.3649999999996,-0.2586450892857141,0.3723214285714286,0.9385147366071774,-2.6259916399683108
prevclose_0959_to_1000,8.0,5.0,120,-0.39188246075567024,1291,-398.8829999999987,-0.30897211463981306,0.46398140975987606,0.8050274654640981,948,949,-230.9519999999966,-0.24336354056901643,0.42360379346680715,0.8959233115342754,381,49.82800000000179,0.8539594892040525,True,-629.8349999999953,-0.2811763392857122,0.446875,0.8523212043992622,-3.0761446334383975
prevclose_0959_to_1000,30.0,5.0,480,-0.37020578864978493,1291,-367.03399999999783,-0.28430209140201224,0.33152594887683967,0.9064692084129148,525,949,-352.90400000000113,-0.3718693361433099,0.22339304531085352,0.901972581522388,184,49.588000000000875,0.8514083662950952,True,-719.937999999999,-0.3214008928571424,0.2857142857142857,0.9043177540805016,-3.077146155122926
prevclose_0959_to_1000,30.0,5.0,120,-0.38464888367844696,1291,-391.0269999999989,-0.30288690937257856,0.4616576297443842,0.8098267548957724,1012,949,-281.5769999999991,-0.29670916754478305,0.3835616438356164,0.8824441261307223,515,48.34000000000219,0.8502445839903525,True,-672.603999999998,-0.30026964285714197,0.42857142857142855,0.8489013513206903,-3.1008899753663473
prevclose_0959_to_1000,25.0,5.0,120,-0.38706208279780263,1291,-393.60999999999876,-0.3048876839659169,0.4616576297443842,0.8085705309212025,1011,949,-226.19099999999958,-0.23834668071654327,0.38672286617492097,0.9049721858233193,509,48.34000000000219,0.8502445839903525,True,-619.8009999999983,-0.27669687499999923,0.4299107142857143,0.8602926276416836,-3.1008899753663473
prevclose_0959_to_1000,5.0,5.0,120,-0.37849211068657407,1291,-384.9569999999974,-0.2981851278078988,0.4748257164988381,0.8079576282262995,830,949,-206.78699999999822,-0.21789989462592013,0.4794520547945205,0.8967788792716171,289,49.099000000003116,0.8856625883163814,True,-591.7439999999956,-0.2641714285714266,0.4767857142857143,0.8523549346013689,-3.138437689136415
prevclose_0959_to_1000,6.0,5.0,120,-0.36455388777438114,1291,-369.84099999999876,-0.28647637490317485,0.4686289697908598,0.8176330026962478,875,949,-282.23899999999685,-0.2974067439409872,0.4488935721812434,0.867051827078207,331,45.22600000000057,0.8733317835666835,True,-652.0799999999956,-0.2911071428571409,0.4602678571428571,0.8429074551744931,-3.2021080073054113
prevclose_0959_to_1000,4.0,5.0,120,-0.348646725588363,1291,-353.5599999999979,-0.27386522075909986,0.48876839659178933,0.8191785501859318,738,949,-276.13999999999714,-0.2909799789251814,0.5026343519494204,0.8554116688553376,240,45.25700000000461,0.9006434673030257,True,-629.699999999995,-0.2811160714285692,0.49464285714285716,0.8370820165401738,-3.2423903212963188
