date,year,weekday,direction,setup,both_pre,asia_range,signal_spread,outcome,pnl,exit_idx,exit_time,full_mfe,full_mae,pre_exit_mfe,pre_exit_mae
2024-05-15,2024,2,LONG,fresh,False,6.1159999999999854,0.4370000000003529,TP,20.0,488,2024-05-15 18:14:00+03:00,28.90400000000045,9.548999999999523,20.62100000000055,9.548999999999523
2024-05-16,2024,3,SHORT,fresh,False,12.088500000000295,0.36999999999989086,EOD,8.128999999999905,827,2024-05-16 23:59:00+03:00,13.960000000000036,6.400000000000091,13.960000000000036,6.400000000000091
2024-05-17,2024,4,LONG,prebroken,False,8.431999999999789,0.4099999999998545,TP,20.0,445,2024-05-17 17:26:00+03:00,36.75999999999976,4.630000000000109,21.972999999999956,4.630000000000109
2024-05-20,2024,0,SHORT,fresh,False,33.536499999999705,0.38999999999987267,EOD,-10.341499999999996,516,2024-05-20 23:59:00+03:00,8.858499999999822,21.201500000000124,8.858499999999822,21.201500000000124
2024-05-21,2024,1,LONG,fresh,False,26.82900000000018,0.3669999999997344,EOD,-12.993500000000495,354,2024-05-21 23:59:00+03:00,0.4794999999999163,16.120500000000447,0.4794999999999163,16.120500000000447
2024-05-22,2024,2,SHORT,fresh,False,15.105000000000018,0.5219999999999345,TP,20.0,351,2024-05-22 17:19:00+03:00,36.05699999999979,8.326000000000022,22.414000000000215,8.326000000000022
2024-05-23,2024,3,SHORT,prebroken,False,25.40650000000005,0.4299999999998363,TP,20.0,453,2024-05-23 17:34:00+03:00,35.91300000000001,6.929999999999836,20.692999999999756,6.929999999999836
2024-05-24,2024,4,LONG,prebroken,False,13.928499999999985,0.42000000000007276,EOD,-5.039999999999964,838,2024-05-24 23:59:00+03:00,8.879999999999654,6.680000000000291,8.879999999999654,6.680000000000291
2024-05-27,2024,0,LONG,fresh,False,15.335000000000036,0.4169999999999163,EOD,2.8554999999996653,519,2024-05-27 23:59:00+03:00,10.48949999999968,3.373500000000149,10.48949999999968,3.373500000000149
2024-05-28,2024,1,SHORT,prebroken,False,7.19150000000036,0.38000000000010914,EOD,-18.860000000000127,838,2024-05-28 23:59:00+03:00,2.3989999999998872,21.429999999999836,2.3989999999998872,21.429999999999836
2024-05-29,2024,2,SHORT,prebroken,False,8.258499999999913,0.387000000000171,TP,20.0,353,2024-05-29 15:54:00+03:00,20.51000000000022,1.1199999999998909,20.51000000000022,1.1199999999998909
2024-05-30,2024,3,LONG,fresh,False,17.298499999999876,0.387000000000171,EOD,2.7214999999996508,599,2024-05-30 23:59:00+03:00,11.544499999999516,8.258500000000367,11.544499999999516,8.258500000000367
2024-05-31,2024,4,LONG,fresh,False,10.781500000000051,0.42000000000007276,SL,-25.0,379,2024-05-31 21:52:00+03:00,11.566499999999905,27.63650000000007,11.566499999999905,25.75649999999996
2024-06-03,2024,0,SHORT,prebroken,False,15.734999999999673,0.3799999999996544,SL,-25.0,581,2024-06-03 19:42:00+03:00,0.01999999999998181,31.63000000000011,0.01999999999998181,25.920000000000073
