tp1,tp2,sl,first_frac,runner_stop,fallback_001,train_final,train_multiple,train_dd,train_wr,train_trades,train_pos_years,train_score
10.0,25.0,15.0,0.7,BE,TP2,319.9100000000037,1.0663666666666791,0.5651975506478855,0.5064655172413793,464,3,-0.3987594617952611
10.0,20.0,15.0,0.5,ORIG,TP2,326.91500000000383,1.0897166666666793,0.5126591318530926,0.5086206896551724,464,2,-0.406172104388487
10.0,20.0,15.0,0.3,ORIG,TP2,326.91500000000383,1.0897166666666793,0.5126591318530926,0.5086206896551724,464,2,-0.406172104388487
10.0,20.0,15.0,0.7,ORIG,TP2,326.91500000000383,1.0897166666666793,0.5126591318530926,0.5086206896551724,464,2,-0.406172104388487
10.0,25.0,15.0,0.5,BE,TP2,314.7050000000038,1.0490166666666794,0.567055915167676,0.5064655172413793,464,3,-0.4176722680409636
10.0,25.0,15.0,0.3,BE,TP2,314.7050000000038,1.0490166666666794,0.567055915167676,0.5064655172413793,464,3,-0.4176722680409636
10.0,15.0,15.0,0.7,BE+2,TP2,320.27800000000434,1.0675933333333478,0.5403961337347462,0.5172413793103449,464,2,-0.46412788654918996
4.0,25.0,15.0,0.5,ORIG,TP2,321.00200000000314,1.0700066666666772,0.5404515708792541,0.5150862068965517,464,1,-0.5619447417029831
4.0,25.0,15.0,0.7,ORIG,TP2,321.00200000000314,1.0700066666666772,0.5404515708792541,0.5150862068965517,464,1,-0.5619447417029831
4.0,25.0,15.0,0.3,ORIG,TP2,321.00200000000314,1.0700066666666772,0.5404515708792541,0.5150862068965517,464,1,-0.5619447417029831
